id;quantity;disease;diseaseOnRoot;diseaseOnTrunk;diseaseOnCollar;diseaseOnCrown;idDisease;vigor;environmentBusyness;sidewalkProximity;isLast;diagnosisNote;developmentStatus;coord_x;coord_y;idDiagnosisYear;idSpecies;idSeedingYear;idStumpDiameter
8171;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912500.5;4221876.5;2013;platanoides;2004;60 à 70 cm
8172;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914513.4;4223965.0;2015;tulipifera;2004;20 à 30 cm
8173;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915344.5;4225174.0;2015;lawsoniana;2004;60 à 70 cm
8174;1;1;0;1;0;0;xTxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1912368.5;4222197.5;2015;campestre;2004;10 à 20 cm
8175;1;1;1;1;1;0;RTCx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912652.0;4221680.5;2013;cerasus;2004;40 à 50 cm
8176;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents ou arrêts;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1913051.2;4221994.5;2015;acerifolia;2004;30 à 40 cm
8177;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915203.8;4222962.0;2013;hippocastanum;2004;10 à 20 cm
8178;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1913062.6;4222767.5;2014;fragmantissima;2014;10 à 20 cm
8179;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913387.0;4225540.0;2015;acerifolia;2004;70 à 80 cm
8180;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913418.4;4223862.0;2013;acerifolia;2004;50 à 60 cm
8181;1;1;0;1;0;1;xTxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914279.9;4224087.5;2014;japonica;2004;10 à 20 cm
8182;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912929.5;4222751.0;2013;acerifolia;2004;40 à 50 cm
8183;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915529.4;4222335.5;2014;omorika;2004;50 à 60 cm
8184;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1914027.1;4222849.0;2015;sylvestris;2004;0 à 10 cm
8185;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913569.8;4223071.5;2015;nigra;2004;10 à 20 cm
8186;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914411.2;4224029.0;2014;platyphyllos;2004;20 à 30 cm
8187;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914716.1;4225211.0;2014;grandiflora;2004;10 à 20 cm
8188;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre à abattre dans les 10 ans;Arbre adulte;1914326.1;4223967.0;2014;saccharinum;2004;20 à 30 cm
8189;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1915323.9;4222423.5;2015;acerifolia;2004;40 à 50 cm
8190;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1916044.8;4223418.5;2015;campestre;2009;0 à 10 cm
8191;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913436.5;4225276.5;2015;acerifolia;2004;10 à 20 cm
8192;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913675.0;4223512.0;2015;tomentosa;2004;30 à 40 cm
8193;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913691.2;4221663.5;2013;serrulata;2004;30 à 40 cm
8194;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914311.6;4222251.5;2015;ornus;2004;10 à 20 cm
8195;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914136.8;4224913.5;2013;australis;2004;60 à 70 cm
8196;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915246.1;4225141.5;2015;grandiflora;2004;20 à 30 cm
8197;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre jeune;1915024.6;4221453.0;2015;acerifolia;2009;0 à 10 cm
8198;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1913383.9;4224536.5;2015;betulus;2004;20 à 30 cm
8199;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1915604.2;4224628.5;2015;Unknown;2004;10 à 20 cm
8200;1;1;1;0;1;1;RxCK;vieillissement dépérissement;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1913770.4;4223297.5;2014;nigra;2004;60 à 70 cm
8201;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913667.9;4224111.5;2014;saccharinum;2004;20 à 30 cm
8202;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915240.4;4225895.5;2014;Unknown;2004;60 à 70 cm
8203;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914907.6;4222969.0;2015;calleryana;2004;10 à 20 cm
8204;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914247.6;4224122.5;2014;floribunda;2011;10 à 20 cm
8205;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915182.1;4221065.0;2013;acerifolia;2004;40 à 50 cm
8206;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914445.1;4221400.0;2015;angustifolia;2004;10 à 20 cm
8207;1;1;0;0;1;1;xxCK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1913392.0;4225581.5;2015;acerifolia;2004;70 à 80 cm
8208;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915496.2;4222773.5;2015;serrulata;2004;10 à 20 cm
8209;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915088.5;4225052.5;2014;nigra;2004;40 à 50 cm
8210;1;1;0;0;1;1;xxCK;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915781.1;4224591.5;2015;nigra;2004;0 à 10 cm
8211;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1915318.2;4221735.5;2015;negundo;2004;30 à 40 cm
8212;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915469.6;4223285.0;2015;nigra;2004;10 à 20 cm
8213;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1913746.5;4223628.5;2015;acerifolia;2004;40 à 50 cm
8214;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915671.5;4222395.0;2013;acerifolia;2004;60 à 70 cm
8215;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1915350.6;4224653.0;2015;betulus;2004;10 à 20 cm
8216;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914676.9;4222909.5;2014;platanoides;2004;20 à 30 cm
8217;1;1;0;0;0;1;xxxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre vieillissant;1914401.6;4224088.5;2014;nigra;2004;30 à 40 cm
8218;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913621.1;4223726.0;2015;pseudoplatanus;2004;50 à 60 cm
8219;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1912398.2;4222712.0;2013;americana;2008;0 à 10 cm
8220;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913938.2;4224592.0;2013;hippocastanum;2004;30 à 40 cm
8221;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914515.2;4221473.5;2014;acerifolia;2004;30 à 40 cm
8222;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915298.9;4223201.5;2013;altissima;2004;0 à 10 cm
8223;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912741.0;4221775.0;2014;serrulata;2014;10 à 20 cm
8224;1;1;0;0;1;1;xxCK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 5 ans;Arbre adulte;1914315.4;4221716.5;2014;pseudoplatanus;2004;30 à 40 cm
8225;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915457.4;4224628.0;2015;cordata;2004;10 à 20 cm
8226;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914519.5;4221865.5;2015;platanoides;2004;20 à 30 cm
8227;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912665.8;4223118.5;2014;platanoides;2004;30 à 40 cm
8228;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914236.9;4223787.5;2015;tulipifera;2004;10 à 20 cm
8229;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1915153.5;4221528.5;2013;Unknown;2013;10 à 20 cm
8230;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914619.6;4224962.5;2014;platyphyllos;2004;40 à 50 cm
8231;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913846.2;4221503.5;2015;cordata;2004;30 à 40 cm
8232;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914896.4;4222265.0;2013;tomentosa;2004;50 à 60 cm
8233;1;1;0;1;0;0;xTxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre à abattre immédiatement;Arbre adulte;1915172.2;4222679.5;2014;bignonoides;2004;30 à 40 cm
8234;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915483.2;4222517.0;2013;hippocastanum;2004;50 à 60 cm
8235;1;1;1;1;1;0;RTCx;vigoureux;passages fréquents ou arrêts;non;true;Arbre à abattre immédiatement;Arbre adulte;1914633.9;4221508.0;2015;platanoides;2004;30 à 40 cm
8236;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912410.9;4222191.0;2015;campestre;2004;10 à 20 cm
8237;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914844.4;4222327.5;2013;excelsior;2004;30 à 40 cm
8238;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913099.4;4221922.5;2013;acerifolia;2004;20 à 30 cm
8239;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914872.4;4225362.5;2014;variabilis;2009;10 à 20 cm
8240;1;1;0;0;1;0;xxCx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914936.5;4222793.0;2013;siliquastrum;2004;0 à 10 cm
8241;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914052.9;4221741.5;2015;leylandii;2004;20 à 30 cm
8242;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913532.2;4221533.0;2013;acerifolia;2004;20 à 30 cm
8243;1;1;1;0;0;0;Rxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1916103.2;4223262.5;2014;nigra;2004;100 à 110 cm
8244;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914171.4;4221987.5;2015;calleryana;2004;10 à 20 cm
8245;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1913419.4;4223501.0;2014;platanor;2014;10 à 20 cm
8246;1;1;0;1;0;0;xTxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913135.6;4224524.5;2015;grandiflora;2004;10 à 20 cm
8247;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914873.0;4221809.0;2014;betulus;2004;20 à 30 cm
8248;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913255.8;4224525.5;2015;colurna;2004;10 à 20 cm
8249;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912548.1;4223662.0;2014;Unknown;2014;10 à 20 cm
8250;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914444.9;4222057.5;2013;tomentosa;2009;10 à 20 cm
8251;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915064.5;4221443.5;2015;acerifolia;2009;0 à 10 cm
8252;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915994.1;4223528.0;2014;cordata;2004;20 à 30 cm
8253;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914515.5;4221748.0;2015;saccharinum;2004;20 à 30 cm
8254;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1912889.2;4225583.5;2014;sylvestris;2014;10 à 20 cm
8255;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912416.6;4224106.0;2014;angustifolia;2014;10 à 20 cm
8256;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1914502.8;4224084.5;2015;acerifolia;2004;80 à 90 cm
8257;1;1;1;1;0;0;RTxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913982.8;4221726.5;2015;campestris;2004;40 à 50 cm
8258;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914266.5;4224049.0;2015;serrulata;2004;10 à 20 cm
8259;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912845.5;4222821.5;2015;Unknown;2004;30 à 40 cm
8260;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915223.9;4223119.5;2014;negundo;2004;40 à 50 cm
8261;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912605.9;4224809.5;2014;cordata;2014;10 à 20 cm
8262;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914540.0;4221554.5;2014;campestris;2004;20 à 30 cm
8263;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913559.1;4223111.0;2015;pseudoacacia;2004;30 à 40 cm
8264;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913628.6;4223674.5;2015;platanoides;2004;10 à 20 cm
8265;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1913539.5;4224119.5;2014;cappadocicum;2014;10 à 20 cm
8266;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914429.0;4222812.0;2015;acerifolia;2004;40 à 50 cm
8267;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913082.9;4221703.5;2013;orientalis;2004;10 à 20 cm
8268;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913235.8;4224236.5;2014;acerifolia;2004;40 à 50 cm
8269;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913174.4;4224668.5;2013;japonica;2004;30 à 40 cm
8270;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1913352.6;4223604.5;2015;tulipifera;2004;10 à 20 cm
8271;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915737.9;4222779.5;2013;acerifolia;2004;40 à 50 cm
8272;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1913640.8;4225144.5;2015;sempervirens;2004;20 à 30 cm
8273;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1912568.5;4223511.5;2015;acerifolia;2004;20 à 30 cm
8274;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915313.5;4221515.0;2015;acerifolia;2004;40 à 50 cm
8275;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915395.9;4223052.0;2015;atlantica;2004;40 à 50 cm
8276;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1913683.4;4224675.0;2014;mongolica;2014;10 à 20 cm
8277;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1914382.8;4221525.5;2015;tomentosa;2004;30 à 40 cm
8278;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1915719.8;4223028.0;2015;acerifolia;2004;50 à 60 cm
8279;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915673.8;4224469.5;2015;tulipifera;2004;10 à 20 cm
8280;1;1;1;1;1;1;RTCK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1913458.1;4225442.0;2015;acerifolia;2004;80 à 90 cm
8281;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914378.2;4224120.0;2014;platyphyllos;2004;30 à 40 cm
8282;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1913543.0;4223648.0;2015;styraciflua;2004;10 à 20 cm
8283;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914745.4;4222436.0;2015;betulus;2004;10 à 20 cm
8284;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1914343.2;4222051.5;2015;Unknown;2005;10 à 20 cm
8285;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914271.9;4223876.0;2015;tomentosa;2004;10 à 20 cm
8286;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913157.2;4222105.5;2013;acerifolia;2004;60 à 70 cm
8287;1;1;0;1;1;0;xTCx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914839.6;4222594.5;2015;bignonoides;2004;30 à 40 cm
8288;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915195.8;4221482.5;2015;Unknown;2011;10 à 20 cm
8289;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915645.5;4222628.0;2015;acerifolia;2004;70 à 80 cm
8290;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913284.6;4224955.0;2014;acerifolia;2004;50 à 60 cm
8291;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1915432.6;4224648.0;2015;Unknown;2004;20 à 30 cm
8292;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914988.2;4222829.5;2015;Unknown;2004;30 à 40 cm
8293;1;1;1;0;0;1;RxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre vieillissant;1914851.6;4224455.0;2014;excelsior;2004;120 à 130 cm
8294;1;1;1;0;1;1;RxCK;vieillissement dépérissement;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1913765.9;4223301.5;2014;nigra;2004;60 à 70 cm
8295;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913633.0;4223000.0;2013;japonica;2004;30 à 40 cm
8296;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914538.1;4221554.5;2014;campestris;2004;30 à 40 cm
8297;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1913081.2;4222205.5;2015;atlantica;2004;10 à 20 cm
8298;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913647.6;4221556.0;2014;styraciflua;2004;20 à 30 cm
8299;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1914230.5;4221416.5;2015;pseudoplatanus;2004;40 à 50 cm
8300;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914942.4;4222671.0;2013;calleryana;2004;10 à 20 cm
8301;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915358.1;4221665.0;2015;ceracifera;2004;20 à 30 cm
8302;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914146.9;4222939.0;2013;platanoides;2004;20 à 30 cm
8303;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913775.8;4221476.0;2014;sempervirens;2004;10 à 20 cm
8304;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1913315.5;4223047.5;2013;acerifolia;2004;0 à 10 cm
8305;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915541.1;4224224.5;2013;saccharinum;2004;20 à 30 cm
8306;1;0;0;0;0;0;xxxx;vigueur intermédiaire;quelques passages;non;true;Arbre d'avenir normal;Arbre adulte;1914290.2;4224099.5;2014;platanoides;2004;20 à 30 cm
8307;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913191.4;4225898.0;2015;siliquastrum;2004;10 à 20 cm
8308;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914356.6;4221820.0;2015;sylvestris;2004;10 à 20 cm
8309;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915147.5;4222392.5;2013;platanoides;2004;40 à 50 cm
