id;measure_date;station_name;unity;family_name;pollution_name;measure_value
4096;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;1,5
4097;2010-02-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,9
4098;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;5
4099;2010-02-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;1,9
4100;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,69
4101;2010-02-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,78
4102;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;1,13
4103;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,65
4104;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,48
4105;2010-02-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,2
4106;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;3,4
4107;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4108;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;11,4
4109;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,07
4110;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;34
4111;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;3
4112;2010-02-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,5
4113;2010-02-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;0,69
4114;2010-02-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;1,2
4115;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;9,5
4116;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;0,2
4117;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;10
4118;2010-02-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;2,8
4119;2010-02-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;0,6
4120;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Ozone;23
4121;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;33
4122;2010-02-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;27
4123;2010-02-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;11,9
4124;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;0,1
4125;2010-02-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;3
4126;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;2
4127;2010-02-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;56,3
4128;2010-02-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;-1
4129;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
4130;2010-02-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
4131;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
4132;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
4133;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
4134;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
4135;2010-02-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;58
4136;2010-02-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
4137;2010-02-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;58
4138;2010-02-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;43
4139;2010-02-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;31
4140;2010-02-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;-1
4141;2010-02-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;45
4142;2010-02-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;12
4143;2010-02-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;27
4144;2010-02-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;31
4145;2010-03-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;23
4146;2010-03-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;4
4147;2010-03-01;Fontaine les Balmes;microg/m3;En continu;Ozone;49
4148;2010-03-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;28
4149;2010-03-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;58
4150;2010-03-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;35
4151;2010-03-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;39
4152;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;1,5
4153;2010-03-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,4
4154;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;7,2
4155;2010-03-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;1,2
4156;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,25
4157;2010-03-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,34
4158;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;0,55
4159;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,3
4160;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,22
4161;2010-03-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,1
4162;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;2,2
4163;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4164;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;10,6
4165;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,04
4166;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;30
4167;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;2
4168;2010-03-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,5
4169;2010-03-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;0,35
4170;2010-03-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;1,2
4171;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;6,2
4172;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
4173;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;10
4174;2010-03-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;1,7
4175;2010-03-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;0,6
4176;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Ozone;34
4177;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;31
4178;2010-03-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;23
4179;2010-03-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;8,4
4180;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;0,1
4181;2010-03-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;2,4
4182;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;1,7
4183;2010-03-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;31,6
4184;2010-03-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;-1
4185;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
4186;2010-03-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
4187;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
4188;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
4189;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
4190;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
4191;2010-03-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;54
4192;2010-03-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
4193;2010-03-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;53
4194;2010-03-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;46
4195;2010-03-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;27
4196;2010-03-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;-1
4197;2010-03-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;36
4198;2010-03-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;7
4199;2010-03-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;39
4200;2010-03-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;34
4201;2010-04-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;20
4202;2010-04-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;2
4203;2010-04-01;Fontaine les Balmes;microg/m3;En continu;Ozone;72
4204;2010-04-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;25
4205;2010-04-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;53
4206;2010-04-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;25
4207;2010-04-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;31
4208;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;1,8
4209;2010-04-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,6
4210;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;7,4
4211;2010-04-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;0,9
4212;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,07
4213;2010-04-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,09
4214;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;0,18
4215;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,1
4216;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,06
4217;2010-04-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,2
4218;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;4,3
4219;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4220;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;9,3
4221;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,02
4222;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;23
4223;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;2
4224;2010-04-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,6
4225;2010-04-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;0,12
4226;2010-04-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;1,6
4227;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;6,8
4228;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
4229;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;3
4230;2010-04-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;3,8
4231;2010-04-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;0,7
4232;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Ozone;55
4233;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;24
4234;2010-04-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;17
4235;2010-04-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;7
4236;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;0,1
4237;2010-04-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;2,9
4238;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;1,2
4239;2010-04-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;32,9
4240;2010-04-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;-1
4241;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
4242;2010-04-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
4243;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
4244;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
4245;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
4246;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
4247;2010-04-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;48
4248;2010-04-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
4249;2010-04-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;43
4250;2010-04-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;35
4251;2010-04-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;21
4252;2010-04-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;-1
4253;2010-04-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;24
4254;2010-04-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;3
4255;2010-04-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;63
4256;2010-04-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
4257;2010-05-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;15
4258;2010-05-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;2
4259;2010-05-01;Fontaine les Balmes;microg/m3;En continu;Ozone;56
4260;2010-05-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;20
4261;2010-05-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;47
4262;2010-05-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;28
4263;2010-05-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;27
4264;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;1,5
4265;2010-05-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,4
4266;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;5,5
4267;2010-05-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;0,7
4268;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,05
4269;2010-05-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,06
4270;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;0,16
4271;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,07
4272;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,05
4273;2010-05-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,1
4274;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;2,5
4275;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4276;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;8
4277;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,01
4278;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;20
4279;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;1
4280;2010-05-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,4
4281;2010-05-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;0,09
4282;2010-05-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;1,2
4283;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;4,5
4284;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
4285;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;1
4286;2010-05-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;1,7
4287;2010-05-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;0,5
4288;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Ozone;50
4289;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;18
4290;2010-05-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;13
4291;2010-05-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;8,1
4292;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;0,1
4293;2010-05-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;2
4294;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;0,8
4295;2010-05-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;22,3
4296;2010-05-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;-1
4297;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
4298;2010-05-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
4299;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
4300;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
4301;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
4302;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
4303;2010-05-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;42
4304;2010-05-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
4305;2010-05-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;43
4306;2010-05-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
4307;2010-05-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;19
4308;2010-05-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;-1
4309;2010-05-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;19
4310;2010-05-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;1
4311;2010-05-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;52
4312;2010-05-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;17
4313;2010-06-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;12
4314;2010-06-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;2
4315;2010-06-01;Fontaine les Balmes;microg/m3;En continu;Ozone;68
4316;2010-06-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;23
4317;2010-06-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;50
4318;2010-06-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;25
4319;2010-06-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
4320;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;1,6
4321;2010-06-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,3
4322;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;4,5
4323;2010-06-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;0,6
4324;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,03
4325;2010-06-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,04
4326;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;0,1
4327;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,05
4328;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,03
4329;2010-06-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,1
4330;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;2,3
4331;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4332;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;8,6
4333;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,02
4334;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;14
4335;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;1
4336;2010-06-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,5
4337;2010-06-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;0,06
4338;2010-06-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;1,4
4339;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;6
4340;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
4341;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;1
4342;2010-06-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;1,2
4343;2010-06-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;0,6
4344;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Ozone;52
4345;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;21
4346;2010-06-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;14
4347;2010-06-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;5,7
4348;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;0,1
4349;2010-06-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;2,3
4350;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;1,3
4351;2010-06-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;38,8
4352;2010-06-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;-1
4353;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
4354;2010-06-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
4355;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
4356;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
4357;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
4358;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
4359;2010-06-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;44
4360;2010-06-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
4361;2010-06-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;39
4362;2010-06-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;29
4363;2010-06-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
4364;2010-06-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;-1
4365;2010-06-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;19
4366;2010-06-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;1
4367;2010-06-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;63
4368;2010-06-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;22
4369;2010-07-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;10
4370;2010-07-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;1
4371;2010-07-01;Fontaine les Balmes;microg/m3;En continu;Ozone;85
4372;2010-07-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;26
4373;2010-07-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;51
4374;2010-07-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;21
4375;2010-07-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
4376;2010-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;6,3
4377;2010-07-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;0,4
4378;2010-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;6,4
4379;2010-07-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;0,7
4380;2010-07-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;0,13
4381;2010-07-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;0,1
4382;2010-07-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;0,28
4383;2010-07-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;0,2
4384;2010-07-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;0,11
4385;2010-07-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;0,2
4386;2010-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;2,3
4387;2010-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;0,2
4388;2010-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;14
4389;2010-07-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;0,04
4390;2010-07-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;13
4391;2010-07-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;1
4392;2010-07-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;0,6
