ID;isLast;diagnosisYear;diagnosis5YearPeriod;diagnosisNote;developmentStatus
8231;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8232;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8233;false;2014;2010;Arbre à abattre immédiatement;Arbre adulte
8234;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8235;false;2015;2015;Arbre à abattre immédiatement;Arbre adulte
8236;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8237;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8238;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8239;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8240;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8241;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8242;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8243;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8244;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8245;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8246;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8247;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8248;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8249;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8250;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8251;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8252;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8253;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8254;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8255;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8256;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8257;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8258;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8259;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8260;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8261;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8262;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8263;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8264;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8265;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8266;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8267;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8268;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8269;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8270;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8271;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8272;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8273;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8274;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8275;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8276;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8277;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8278;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8279;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8280;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8281;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8282;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8283;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8284;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8285;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8286;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8287;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8288;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8289;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8290;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8291;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8292;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8293;false;2014;2010;Arbre d'avenir normal;Arbre vieillissant
8294;false;2014;2010;Arbre à abattre dans les 10 ans;Arbre adulte
8295;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8296;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8297;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8298;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8299;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8300;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8301;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8302;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8303;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8304;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8305;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8306;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8307;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8308;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8309;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8310;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8311;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8312;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8313;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8314;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8315;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8316;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8317;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8318;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8319;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8320;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8321;false;2013;2010;Arbre d'avenir incertain;Arbre jeune
8322;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8323;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8324;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8325;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8326;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8327;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8328;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8329;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8330;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8331;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8332;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8333;false;2014;2010;Arbre d'avenir incertain;Arbre vieillissant
8334;false;2013;2010;Arbre d'avenir incertain;Arbre vieillissant
8335;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8336;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8337;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8338;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8339;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8340;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8341;false;2015;2015;Arbre d'avenir incertain;Arbre jeune
8342;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8343;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8344;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8345;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8346;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8347;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8348;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8349;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8350;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8351;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8352;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8353;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8354;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8355;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8356;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8357;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8358;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8359;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8360;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8361;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8362;false;2015;2015;Arbre d'avenir normal;Arbre vieillissant
8363;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8364;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8365;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8366;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8367;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8368;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8369;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8370;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8371;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8372;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8373;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8374;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8375;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8376;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8377;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8378;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8379;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8380;false;2013;2010;Arbre à abattre dans les 5 ans;Arbre adulte
8381;false;2014;2010;Arbre à abattre dans les 10 ans;Arbre adulte
8382;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8383;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8384;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8385;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8386;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8387;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8388;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8389;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8390;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8391;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8392;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8393;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8394;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8395;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8396;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8397;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8398;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8399;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8400;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8401;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8402;false;2014;2010;Arbre d'avenir incertain;Arbre vieillissant
8403;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8404;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8405;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8406;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8407;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8408;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8409;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8410;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8411;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8412;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8413;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8414;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8415;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8416;false;2013;2010;Arbre d'avenir incertain;Arbre jeune
8417;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8418;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8419;false;2013;2010;Arbre à abattre dans les 10 ans;Arbre adulte
8420;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8421;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8422;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8423;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8424;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8425;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8426;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8427;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8428;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8429;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8430;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8431;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8432;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8433;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8434;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8435;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8436;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8437;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8438;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8439;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8440;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8441;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8442;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8443;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8444;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8445;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8446;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8447;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8448;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8449;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8450;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8451;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8452;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8453;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8454;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8455;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8456;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8457;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8458;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
8459;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8460;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8461;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8462;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8463;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8464;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8465;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8466;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8467;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8468;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8469;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8470;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8471;false;2015;2015;Arbre d'avenir incertain;Arbre jeune
8472;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8473;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8474;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8475;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8476;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8477;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8478;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8479;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8480;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8481;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8482;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8483;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8484;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8485;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8486;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8487;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8488;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8489;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8490;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8491;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8492;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8493;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8494;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8495;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8496;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8497;false;2013;2010;Arbre à abattre dans les 5 ans;Arbre vieillissant
8498;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8499;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8500;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8501;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8502;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8503;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8504;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8505;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8506;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8507;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8508;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8509;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8510;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8511;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8512;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre jeune
8513;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre vieillissant
8514;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8515;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8516;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8517;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8518;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8519;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8520;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8521;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8522;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8523;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8524;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8525;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8526;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
8527;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8528;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8529;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8530;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8531;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8532;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8533;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8534;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8535;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8536;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8537;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8538;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8539;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8540;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8541;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8542;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8543;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8544;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8545;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
8546;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8547;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8548;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8549;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8550;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8551;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8552;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8553;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8554;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8555;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8556;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8557;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8558;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8559;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8560;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8561;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8562;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8563;false;2014;2010;Arbre d'avenir incertain;Arbre vieillissant
8564;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8565;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8566;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8567;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8568;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8569;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8570;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8571;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8572;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8573;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8574;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8575;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8576;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8577;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8578;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8579;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8580;false;2015;2015;Unknown;Arbre adulte
8581;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8582;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8583;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8584;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8585;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8586;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8587;false;2015;2015;Unknown;Arbre adulte
8588;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8589;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8590;false;2014;2010;Arbre à abattre dans les 10 ans;Arbre adulte
8591;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8592;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8593;false;2013;2010;Arbre à abattre immédiatement;Arbre adulte
8594;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8595;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8596;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8597;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8598;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8599;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8600;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8601;false;2015;2015;Unknown;Arbre adulte
8602;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8603;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8604;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8605;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8606;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8607;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8608;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8609;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8610;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8611;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8612;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8613;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8614;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8615;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8616;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
8617;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8618;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8619;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8620;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8621;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8622;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8623;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8624;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8625;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8626;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8627;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8628;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8629;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8630;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8631;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8632;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8633;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8634;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8635;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre jeune
8636;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8637;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8638;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8639;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8640;false;2014;2010;Arbre à abattre dans les 5 ans;Arbre adulte
8641;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8642;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8643;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8644;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8645;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8646;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
8647;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8648;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8649;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8650;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8651;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8652;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8653;false;2015;2015;Arbre d'avenir incertain;Arbre jeune
8654;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8655;false;2015;2015;Unknown;Unknown
8656;false;2014;2010;Arbre d'avenir normal;Arbre jeune
8657;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8658;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8659;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8660;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8661;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8662;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8663;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8664;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8665;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
8666;false;2015;2015;Arbre d'avenir normal;Arbre jeune
8667;false;2013;2010;Arbre d'avenir normal;Arbre adulte
8668;false;2014;2010;Arbre d'avenir normal;Arbre adulte
8669;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8670;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8671;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
8672;false;2013;2010;Arbre d'avenir normal;Arbre jeune
8673;false;2015;2015;Arbre d'avenir normal;Arbre adulte
8674;false;2015;2015;Arbre d'avenir normal;Arbre adulte
