ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
9218;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9219;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9220;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9221;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9222;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9223;tschonoskii;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9224;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9225;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9226;tremula;Populus;2012;2010;oui;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
9227;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9228;Unknown;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9229;Unknown;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9230;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9231;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9232;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9233;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9234;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9235;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9236;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9237;oxycarpa;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9238;robur;Quercus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9239;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9240;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9241;spaitii;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9242;baccata;Taxus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
9243;grandiflora;Magnolia;2004;2000;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9244;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9245;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9246;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9247;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9248;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9249;utilis;Betula;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
9250;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;20 à 30 cm;0
9251;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9252;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9253;campestris;Acer;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9254;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9255;yedoensis;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9256;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9257;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9258;carnea;Aesculus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9259;robur;Quercus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9260;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9261;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9262;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9263;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9264;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9265;soulangiana;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9266;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9267;saccharinum;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9268;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9269;hispida;Pterostyrax;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9270;Unknown;Salix;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9271;nordmaniana;Abies;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9272;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9273;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9274;acerifolia;Platanus;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9275;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9276;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9277;sylvestris;Pinus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9278;calleryana;Pyrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9279;floribunda;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9280;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9281;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9282;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9283;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9284;Unknown;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9285;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
9286;pseudoacacia;Robinia;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9287;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;60 à 70 cm;0
9288;cerris;Quercus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9289;sylvatica;Fagus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9290;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9291;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9292;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;110 à 120 cm;0
9293;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9294;japonica;Sophora;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9295;australis;Celtis;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9296;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9297;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9298;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9299;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9300;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9301;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9302;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9303;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9304;arizonica;Cupressus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9305;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9306;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9307;triacanthos;Gleditsia;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9308;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9309;cerris;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9310;triacanthos;Gleditsia;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9311;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9312;platanor;Platanus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9313;serrata;Zelkova;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9314;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9315;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9316;siliquastrum;Cercis;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
9317;yedoensis;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9318;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9319;styraciflua;Liquidambar;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9320;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9321;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9322;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9323;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
9324;betulus;Carpinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9325;serrata;Zelkova;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9326;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9327;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9328;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9329;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9330;angustifolia;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9331;styraciflua;Liquidambar;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9332;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
9333;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9334;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9335;magnifica;Sorbus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9336;styraciflua;Liquidambar;2009;2005;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9337;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9338;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9339;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9340;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
9341;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;30 à 40 cm;0
9342;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9343;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9344;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;20 à 30 cm;0
9345;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9346;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9347;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9348;Unknown;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9349;verrucosa;Betula;2004;2000;oui;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9350;orientalis;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9351;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
9352;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9353;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9354;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9355;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9356;fraxinifolia;Pterocarya;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9357;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9358;sempervirens;Cupressus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;Unknown;0
9359;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9360;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9361;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;60 à 70 cm;0
9362;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9363;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9364;Unknown;Prunus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9365;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9366;bignonoides;Catalpa;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9367;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9368;hippocastanum;Aesculus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9369;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9370;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;30 à 40 cm;0
9371;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9372;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9373;platanoides;Acer;2004;2000;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9374;serrata;Zelkova;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9375;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9376;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9377;cerris;Quercus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9378;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9379;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9380;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9381;verrucosa;Betula;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9382;serrata;Zelkova;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9383;atlantica;Cedrus;2004;2000;non;quelques passages;vigoureux;50 à 60 cm;0
9384;calleryana;Pyrus;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9385;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9386;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9387;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9388;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9389;paniculata;Koelreuteria;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9390;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9391;ornus;Fraxinus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9392;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
9393;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9394;platyphyllos;Tilia;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9395;Unknown;Pinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9396;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9397;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9398;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9399;platanoides;Acer;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9400;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9401;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9402;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9403;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9404;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9405;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9406;Unknown;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9407;Unknown;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9408;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9409;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9410;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9411;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9412;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;90 à 100 cm;0
9413;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9414;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9415;cerris;Quercus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9416;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9417;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9418;carpinifolia;Zelkova;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9419;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9420;cappadocicum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9421;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9422;tremula;Populus;2011;2010;oui;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
9423;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9424;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9425;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9426;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9427;floribunda;Malus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9428;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9429;resista;Ulmus;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9430;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9431;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9432;angustifolia;Fraxinus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
9433;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
9434;campestris;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9435;angustifolia;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9436;danielli;Tetradium;2010;2010;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9437;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9438;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
9439;Unknown;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9440;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9441;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9442;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9443;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9444;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
9445;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9446;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9447;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
9448;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9449;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9450;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9451;danielli;Tetradium;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9452;Unknown;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;40 à 50 cm;0
9453;hippocastanum;Aesculus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
9454;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9455;incana;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9456;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9457;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9458;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9459;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9460;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9461;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9462;oxycarpa;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9463;cerasus;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9464;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9465;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9466;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9467;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9468;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9469;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
